,Rxn_1,Rxn_1_Type,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Type,Rxn_2_Min,Rxn_2_Max,v1,v2,Type
0,AACPS3,ELE_Rxns,0.125398496050902,0.125431166194247,3HAD160,ELE_Rxns,0.0,1.45200953771685e-05,0.125413025670542,0.0,PSL
1,AACPS3,ELE_Rxns,0.125398496050902,0.125431166194247,3OAR160,ELE_Rxns,0.0,1.45200954193569e-05,0.125413025670542,0.0,PSL
2,AACPS3,ELE_Rxns,0.125398496050902,0.125431166194247,3OAS160,ELE_Rxns,0.0,1.45200953771685e-05,0.125413025670542,0.0,PSL
3,AACPS4,ELE_Rxns,0.147802802047531,0.147835472158668,3HAD161,ELE_Rxns,0.0,1.45201229742042e-05,0.147817333387409,0.0,PSL
4,AACPS4,ELE_Rxns,0.147802802047531,0.147835472158668,3OAR161,ELE_Rxns,0.0,1.45201229742042e-05,0.147817333387409,0.0,PSL
5,AACPS4,ELE_Rxns,0.147802802047531,0.147835472158668,3OAS161,ELE_Rxns,0.0,1.45201229742042e-05,0.147817333387409,0.0,PSL
6,AACPS7,ELE_Rxns,0.0764588444448501,0.0764915145475413,3HAD120,ELE_Rxns,0.0,1.45200012315883e-05,0.0764733703402406,0.0,PSL
7,AACPS7,ELE_Rxns,0.0764588444448501,0.0764915145475413,3OAR120,ELE_Rxns,0.0,1.45200012866553e-05,0.0764733703402406,0.0,PSL
8,AACPS7,ELE_Rxns,0.0764588444448501,0.0764915145475413,3OAS120,ELE_Rxns,0.0,1.45200012315883e-05,0.0764733703402406,0.0,PSL
9,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3HAD100,ELE_Rxns,0.0,7.26000167372565e-06,0.349703729398243,0.0,PSL
10,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3HAD40,ELE_Rxns,0.0,3.45715863647733e-06,0.349703729398243,0.0,PSL
11,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3HAD60,ELE_Rxns,0.0,3.45716044558575e-06,0.349703729398243,0.0,PSL
12,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3HAD80,ELE_Rxns,0.0,3.45716215406355e-06,0.349703729398243,0.0,PSL
13,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3OAR100,ELE_Rxns,0.0,7.2600016665092e-06,0.349703729398243,0.0,PSL
14,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3OAR40,ELE_Rxns,0.0,3.45715864114027e-06,0.349703729398243,0.0,PSL
15,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3OAR60,ELE_Rxns,0.0,3.45716046012967e-06,0.349703729398243,0.0,PSL
16,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3OAR80,ELE_Rxns,0.0,3.45716216543224e-06,0.349703729398243,0.0,PSL
17,ACACT1r,ELE_Rxns,0.349700245433382,0.349704317856322,3OAS100,ELE_Rxns,0.0,7.26000167372565e-06,0.349703729398243,0.0,PSL
