Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn1_Prod,Rxn2_Prod
3HAD180,0,0.29722521854616,ACOAD8f,-0.00207919192566589,0.297121290600846,0.00207857642430922,0,0,-1
3HAD180,0,0.29722521854616,AACPS6,0,26.8991757799728,0.00207857642430922,0,0,0
3HAD180,0,0.29722521854616,FACOAE180,0,15.2670998606437,0.00207857642430922,0,0,0
3HAD180,0,0.29722521854616,FACOAL181t2pp,0,15.2670998606485,0.00207857642430922,0,0,0
3HAD180,0,0.29722521854616,CTECOAI8,0,0.1436570814436,0.00207857642430922,0.0986683504441461,0,0
3OAR120,0,1.07105739025566,AACPS7,0,35.3051682485529,0.0983008963590211,0,0,0
3OAR120,0,1.07105739025566,ECOAH6,-1.01599178466732,0,0.0983008963590211,0.105575913844103,0,-0
3OAR120,0,1.07105739025566,FACOAE120,0,15.2670996540149,0.0983008963590211,0,0,0
3OAR120,0,1.07105739025566,HACD6i,0,1.01599178466732,0.0983008963590211,0,0,0
3OAR120,0,1.07105739025566,ACACT9,0,1.01599178466732,0.0983008963590211,0,0,0
3OAR160,0,0.301174508291164,AACPS3,0,35.3051684501348,0.0810644805480596,0,0,0
3OAR160,0,0.301174508291164,FACOAE160,0,15.2670998606438,0.0810644805480596,0,0,0
3OAR180,0,0.29722521854616,ACOAD8f,-0.00207919192566589,0.297121290600846,0.00207857642430922,0,0,-1
3OAR180,0,0.29722521854616,AACPS6,0,26.8991757799728,0.00207857642430922,0,0,0
3OAR180,0,0.29722521854616,FACOAE180,0,15.2670998606437,0.00207857642430922,0,0,0
3OAR180,0,0.29722521854616,FACOAL181t2pp,0,15.2670998606485,0.00207857642430922,0,0,0
3OAR180,0,0.29722521854616,CTECOAI8,0,0.1436570814436,0.00207857642430922,0.0986683504441461,0,0
3OAS120,0,1.07105739025566,AACPS7,0,35.3051682485529,0.0983008963590211,0,0,0
3OAS120,0,1.07105739025566,ECOAH6,-1.01599178466732,0,0.0983008963590211,0.105575913844103,0,-0
3OAS120,0,1.07105739025566,FACOAE120,0,15.2670996540149,0.0983008963590211,0,0,0
3OAS120,0,1.07105739025566,HACD6i,0,1.01599178466732,0.0983008963590211,0,0,0
3OAS120,0,1.07105739025566,ACACT9,0,1.01599178466732,0.0983008963590211,0,0,0
3OAS160,0,0.301174508291164,AACPS3,0,35.3051684501348,0.0810644805480596,0,0,0
3OAS160,0,0.301174508291164,FACOAE160,0,15.2670998606438,0.0810644805480596,0,0,0
3OAS180,0,0.29722521854616,ACOAD8f,-0.00207919192566589,0.297121290600846,0.00207857642430922,0,0,-1
3OAS180,0,0.29722521854616,AACPS6,0,26.8991757799728,0.00207857642430922,0,0,0
